filename,label
France_road_sign_A15c.svg.png,A15c
France_road_sign_A4.svg.png,A4
France_road_sign_B22b.svg.png,B22b
France_road_sign_B56.svg.png,B56
France_road_sign_B57.svg.png,B57
France_road_sign_B9c.svg.png,B9c
France_road_sign_B9e.svg.png,B9e
France_road_sign_A13a.svg.png,A13a
France_road_sign_A13b.svg.png,A13b
France_road_sign_A14.svg.png,A14
France_road_sign_A15a1.svg.png,A15a1
France_road_sign_A15a2.svg.png,A15a2
France_road_sign_A15b.svg.png,A15b
France_road_sign_A16.svg.png,A16
France_road_sign_A17.svg.png,A17
France_road_sign_A18.svg.png,A18
France_road_sign_A19.svg.png,A19
France_road_sign_A1a.svg.png,A1a
France_road_sign_A1b.svg.png,A1b
France_road_sign_A1c.svg.png,A1c
France_road_sign_A1d.svg.png,A1d
France_road_sign_A20.svg.png,A20
France_road_sign_A21.svg.png,A21
France_road_sign_A23.svg.png,A23
France_road_sign_A24.svg.png,A24
France_road_sign_A2a.svg.png,A2a
France_road_sign_A2b.svg.png,A2b
France_road_sign_A3.svg.png,A3
France_road_sign_A3a.svg.png,A3a
France_road_sign_A3b.svg.png,A3b
France_road_sign_A6.svg.png,A6
France_road_sign_A7.svg.png,A7
France_road_sign_A8.svg.png,A8
France_road_sign_A9.svg.png,A9
France_road_sign_AB1.svg.png,AB1
France_road_sign_AB2.svg.png,AB2
France_road_sign_AB25.svg.png,AB25
France_road_sign_AB3a.svg.png,AB3a
France_road_sign_AB3b.svg.png,AB3b
France_road_sign_AB4.svg.png,AB4
France_road_sign_AB5.svg.png,AB5
France_road_sign_AB6.svg.png,AB6
France_road_sign_AB7.svg.png,AB7
France_road_sign_B0.svg.png,B0
France_road_sign_B1.svg.png,B1
France_road_sign_B10a.svg.png,B10a
France_road_sign_B11.svg.png,B11
France_road_sign_B12.svg.png,B12
France_road_sign_B13.svg.png,B13
France_road_sign_B13a.svg.png,B13a
France_road_sign_B14_(50).svg.png,B14_(50)
France_road_sign_B15.svg.png,B15
France_road_sign_B16.svg.png,B16
France_road_sign_B17.svg.png,B17
France_road_sign_B18a.svg.png,B18a
France_road_sign_B18b.svg.png,B18b
France_road_sign_B18c.svg.png,B18c
France_road_sign_B19.svg.png,B19
France_road_sign_B1j.svg.png,B1j
France_road_sign_B21-1.svg.png,B21-1
France_road_sign_B21-2.svg.png,B21-2
France_road_sign_B21a1.svg.png,B21a1
France_road_sign_B21a2.svg.png,B21a2
France_road_sign_B21b.svg.png,B21b
France_road_sign_B21c1.svg.png,B21c1
France_road_sign_B21c2.svg.png,B21c2
France_road_sign_B21d1.svg.png,B21d1
France_road_sign_B21d2.svg.png,B21d2
France_road_sign_B21e.svg.png,B21e
France_road_sign_B22a.svg.png,B22a
France_road_sign_B22c.svg.png,B22c
France_road_sign_B25_(30).svg.png,B25_(30)
France_road_sign_B26.svg.png,B26
France_road_sign_B27a.svg.png,B27a
France_road_sign_B27b.svg.png,B27b
France_road_sign_B29.svg.png,B29
France_road_sign_B2a.svg.png,B2a
France_road_sign_B2b.svg.png,B2b
France_road_sign_B2c.svg.png,B2c
France_road_sign_B3.svg.png,B3
France_road_sign_B30_(30).svg.png,B30_(30)
France_road_sign_B31.svg.png,B31
France_road_sign_B33_(50).svg.png,B33_(50)
France_road_sign_B34.svg.png,B34
France_road_sign_B34a.svg.png,B34a
France_road_sign_B35.svg.png,B35
France_road_sign_B39.svg.png,B39
France_road_sign_B3a.svg.png,B3a
France_road_sign_B4.svg.png,B4
France_road_sign_B40.svg.png,B40
France_road_sign_B41.svg.png,B41
France_road_sign_B42.svg.png,B42
France_road_sign_B43_(30).svg.png,B43_(30)
France_road_sign_B44.svg.png,B44
France_road_sign_B45a.svg.png,B45a
France_road_sign_B49.svg.png,B49
France_road_sign_B50a.svg.png,B50a
France_road_sign_B51_(30).svg.png,B51_(30)
France_road_sign_B52.svg.png,B52
France_road_sign_B53.svg.png,B53
France_road_sign_B54.svg.png,B54
France_road_sign_B55.svg.png,B55
France_road_sign_B58.svg.png,B58
France_road_sign_B59.svg.png,B59
France_road_sign_B5a.svg.png,B5a
France_road_sign_B5b.svg.png,B5b
France_road_sign_B5c2.svg.png,B5c2
France_road_sign_B6a1.svg.png,B6a1
France_road_sign_B6a2.svg.png,B6a2
France_road_sign_B6a3.svg.png,B6a3
France_road_sign_B6b1.svg.png,B6b1
France_road_sign_B6d.svg.png,B6d
France_road_sign_B7a.svg.png,B7a
France_road_sign_B7b.svg.png,B7b
France_road_sign_B8.svg.png,B8
France_road_sign_B9a.svg.png,B9a
France_road_sign_B9b.svg.png,B9b
France_road_sign_B9d.svg.png,B9d
France_road_sign_B9f.svg.png,B9f
France_road_sign_B9g.svg.png,B9g
France_road_sign_B9h.svg.png,B9h
France_road_sign_B9i.svg.png,B9i
