filename,label
0_France_road_sign_AB2.png,OP0
1_France_road_sign_B55.png,OP1
2_France_road_sign_A14.png,OP2
3_France_road_sign_A15b.png,OP3
4_France_road_sign_B17.png,OP4
5_France_road_sign_B9d.png,OP5
6_France_road_sign_AB25.png,OP6
7_France_road_sign_B21b.png,OP7
8_France_road_sign_B11.png,OP8
9_France_road_sign_B9b.png,OP9
10_France_road_sign_B6d.png,OP10
11_France_road_sign_B34a.png,OP11
12_France_road_sign_B5a.png,OP12
13_France_road_sign_B18b.png,OP13
14_France_road_sign_A8.png,OP14
15_France_road_sign_B6a3.png,OP15
16_France_road_sign_B58.png,OP16
17_France_road_sign_B34a.png,OP17
18_France_road_sign_AB25.png,OP18
19_France_road_sign_AB7.png,OP19
20_France_road_sign_B44.png,OP20
21_France_road_sign_B9b.png,OP21
22_France_road_sign_B22c.png,OP22
23_France_road_sign_AB5.png,OP23
24_France_road_sign_B41.png,OP24
25_France_road_sign_B11.png,OP25
26_France_road_sign_B13a.png,OP26
27_France_road_sign_B7b.png,OP27
28_France_road_sign_B5b.png,OP28
29_France_road_sign_B13.png,OP29
30_France_road_sign_B22c.png,OP30
31_France_road_sign_A8.png,OP31
32_France_road_sign_B6b1.png,OP32
33_France_road_sign_B8.png,OP33
34_France_road_sign_B2a.png,OP34
35_France_road_sign_B21d2.png,OP35
36_France_road_sign_B21c2.png,OP36
37_France_road_sign_A24.png,OP37
38_France_road_sign_B21b.png,OP38
39_France_road_sign_B50a.png,OP39
40_France_road_sign_B7a.png,OP40
41_France_road_sign_B5a.png,OP41
42_France_road_sign_B35.png,OP42
43_France_road_sign_B4.png,OP43
44_France_road_sign_B52.png,OP44
45_France_road_sign_B53.png,OP45
46_France_road_sign_B8.png,OP46
47_France_road_sign_B13.png,OP47
48_France_road_sign_B21a2.png,OP48
49_France_road_sign_B2c.png,OP49
50_France_road_sign_AB6.png,OP50
51_France_road_sign_B54.png,OP51
52_France_road_sign_B55.png,OP52
53_France_road_sign_B16.png,OP53
54_France_road_sign_B5a.png,OP54
55_France_road_sign_B17.png,OP55
56_France_road_sign_AB2.png,OP56
57_France_road_sign_B3.png,OP57
58_France_road_sign_A19.png,OP58
59_France_road_sign_A4.png,OP59
60_France_road_sign_A8.png,OP60
61_France_road_sign_A20.png,OP61
62_France_road_sign_B13a.png,OP62
63_France_road_sign_B2c.png,OP63
64_France_road_sign_B55.png,OP64
65_France_road_sign_B9h.png,OP65
66_France_road_sign_B9d.png,OP66
67_France_road_sign_B44.png,OP67
68_France_road_sign_B39.png,OP68
69_France_road_sign_A16.png,OP69
70_France_road_sign_A20.png,OP70
71_France_road_sign_B22c.png,OP71
72_France_road_sign_B18c.png,OP72
73_France_road_sign_B50a.png,OP73
74_France_road_sign_B53.png,OP74
75_France_road_sign_B21a1.png,OP75
76_France_road_sign_A13b.png,OP76
77_France_road_sign_A2b.png,OP77
78_France_road_sign_B9c.png,OP78
79_France_road_sign_B18a.png,OP79
80_France_road_sign_B10a.png,OP80
81_France_road_sign_B2c.png,OP81
82_France_road_sign_B9a.png,OP82
83_France_road_sign_B9h.png,OP83
84_France_road_sign_B9a.png,OP84
85_France_road_sign_B49.png,OP85
86_France_road_sign_B45a.png,OP86
87_France_road_sign_B51_(30).png,OP87
88_France_road_sign_AB1.png,OP88
89_France_road_sign_B22a.png,OP89
90_France_road_sign_B42.png,OP90
